"Parcel.number","Taxpayer.name","Parcel.address","Jurisdiction","Zip.code","Appraised.value","Assessor.s.report","SaleReason","SaleInstrument","PropertyClass","PrincipalUse","PropertyType","ExciseTaxNbr","Major","Minor","DocumentDate","SalePrice","RecordingNbr","Volume","Page","PlatNbr","PlatType","PlatLot","PlatBlock","SellerName","BuyerName","AFForestLand","AFCurrentUseLand","AFNonProfitUse","AFHistoricProperty","SaleWarning","PropertyTypeDecode","PrincipalUseDecode","PropertyClassDecode","SaleInstrumentDecode","SaleReasonDecode"
"5247802005","SEA WASHINGTON 2010 LLC","601 S WASHINGTON ST","SEATTLE","98104",27337000,"Report",1,4,2,7,3,2550816,"524780","2005",2012-06-21,15339250,20120628000409,NA,NA,NA," ","              ","       ","METROPOLITAN ASSOCIATES LLC                       ","SEA WASHINGTON 2010 LLC                           ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Special Warranty Deed","None"
"5247802015","SEATTLE HOUSING AUTHORITY","202 6TH AVE S","SEATTLE","98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802025","INTERIM COMMUNITY DEVELOPME","S MAIN ST","SEATTLE","98104",2764800,"Report",18,15,1,7,1,2755164,"524780","2025",2015-09-11,0,20150911000518,NA,NA,NA," ","              ","       ","SEATTLE CITY OF                                   ","INTERIM COMMUNITY DEVELOPMENT ASSN                ","N","N","N","N","18 31","Land Only","Commercial","C/I land only","Quit Claim Deed","Other"
"5247802030","T & C LLC","S MAIN ST","SEATTLE","98104",30700,"Report",18,15,1,7,1,2731885,"524780","2030",2015-05-22,0,20150522001070,NA,NA,NA," ","              ","       ","WOO TERESA L+CLINTON B                            ","T & C LLC                                         ","N","N","N","N","11 18 31","Land Only","Commercial","C/I land only","Quit Claim Deed","Other"
"5247802050","YESSIX LLC","100 6TH AVE S","SEATTLE","98104",7500000,"Report",1,3,2,7,3,2702442,"524780","2050",2014-11-20,5646375,20141124001458,NA,NA,NA," ","              ","       ","GOETZINGER FAMILY LP                              ","BROTHERTON JOSEPH L                               ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"5247802050","YESSIX LLC","100 6TH AVE S","SEATTLE","98104",7500000,"Report",18,15,2,7,3,2702445,"524780","2050",2014-11-20,0,20141124001460,NA,NA,NA," ","              ","       ","BROTHERTON JOSEPH L                               ","YESSIX LLC                                        ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802050","YESSIX LLC","100 6TH AVE S","SEATTLE","98104",7500000,"Report",10,15,2,7,3,2702444,"524780","2050",2014-11-20,0,20141124001459,NA,NA,NA," ","              ","       ","BROTHERTON MAUREEN P                              ","BROTHERTON JOSEPH L                               ","N","N","N","N","18 31 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Property Settlement"
"5247802065","FAIRFIELD WA TERRACE LP","120 6TH AVE S","SEATTLE","98104",24786710,"Report",18,2,2,4,3,3026322,"524780","2065",2019-12-16,0,20191219001022,NA,NA,NA," ","              ","       ","WASHINGTON TERRACE ASSOCIATES LIMITED PARTNERSHIP ","FAIRFIELD WASHINGTON TERRACE LP                   ","N","N","N","N","31 59","Land With Prev Used Bldg","Apt(4+ Units)","C/I Improved property, no condo or mobile home","Warranty Deed","Other"
"5247802080","CASA BALLENA LLC","633 YESLER WAY","SEATTLE","98104",9572500,"Report",1,3,2,7,3,2976122,"524780","2080",2019-02-28,11500000,20190304000804,NA,NA,NA," ","              ","       ","KOBE PARK LLC                                     ","CASA BALLENA LLC                                  ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"5247802090","CASA BALLENA LLC","YESLER WAY","SEATTLE","98104",969500,"Report",1,3,2,7,3,2976122,"524780","2090",2019-02-28,11500000,20190304000804,NA,NA,NA," ","              ","       ","KOBE PARK LLC                                     ","CASA BALLENA LLC                                  ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"5247802245","MAIN STREET INTERIM LLC","651 S MAIN ST","SEATTLE","98104",20584000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802250","MAIN STREET INTERIM LLC","MAIN ST","SEATTLE","98104",2592000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802260","C & T BLDG","650 S JACKSON ST","SEATTLE","98104",3592000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802275","T & C PARKING L L C","677 S JACKSON ST","SEATTLE","98104",3888000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802285","WOO PEARL J","665 S MAIN ST","SEATTLE","98104",3888000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802295","C & T","400 MAYNARD AVE S","SEATTLE","98104",3539100,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802300","VISIONS 21 LLC","412 MAYNARD AVE S","SEATTLE","98104",4238800,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802315","FRANK VIS MAR LLC","420 MAYNARD AVE S","SEATTLE","98104",5825600,"Report",18,15,2,7,3,2694343,"524780","2315",2014-10-03,0,20141008000079,NA,NA,NA," ","              ","       ","WONG MAR TRUST PARTNERSHIP                        ","FRANK W S MAR INVESTMENTS LLC                     ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802325","MILWAUKEE LLC","664 S KING ST","SEATTLE","98104",17562000,"Report",18,15,2,7,3,2473370,"524780","2325",2010-12-28,0,20110103000907,NA,NA,NA," ","              ","       ","ABCD REVERSE LLC+CHRIS KOH REVERSE LLC            ","MILWAUKEE LLC                                     ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802330","CHIN LUND DR","413 7TH AVE S","SEATTLE","98104",2706200,"Report",18,15,2,7,3,2621973,"524780","2330",2013-08-01,0,20130801001947,NA,NA,NA," ","              ","       ","SEATTLE CHINATOWN INTERNATIONAL DISTRICT PRESERV &","T & C PARTNERSHIP                                 ","N","N","N","N","16 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802335","CHIN L W & T M TODA","667 S JACKSON ST","SEATTLE","98104",1975900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802345","GIN HOLDINGS LLC","657 S KING ST","SEATTLE","98104",7027000,"Report",18,15,2,11,3,2371636,"524780","2345",2008-11-18,0,20081120000284,NA,NA,NA," ","              ","       ","NEWCO ALLIANCE LLC                                ","GIN HOLDINGS LLC                                  ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802350",NA,"#Error","SEATTLE",NA,NA,"Report",18,15,2,7,0,3153408,"524780","2350",2021-10-20,0,20211021000536,NA,NA,NA," ","              ","       ","INTERIM COMMUNITY DEVELOPMENT ASSOCIATION         ","INTERIM EASTERN LLC                               ","N","N","N","N","31 43",NA,"Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802350",NA,"#Error","SEATTLE",NA,NA,"Report",18,15,2,11,3,2371637,"524780","2350",2008-11-18,0,20081120000285,NA,NA,NA," ","              ","       ","NEWCO ALLIANCE LLC                                ","GIN HOLDINGS LLC                                  ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802350",NA,"#Error","SEATTLE",NA,NA,"Report",18,22,2,7,3,2608815,"524780","2350",2013-05-31,0,20130531002452,NA,NA,NA," ","              ","       ","EASTERN HOTEL LIMITED PARTNERSHIP                 ","INTERIM EASTERN LLC                               ","N","N","N","N","11 30 31 52","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Bargain And Sales Deed","Other"
"5247802350",NA,"#Error","SEATTLE",NA,NA,"Report",18,22,3,7,2,3221024,"524780","2350",2022-12-15,0,20221216000442,NA,NA,NA," ","              ","       ","INTERIM EASTERN LLC                               ","NP & EASTERN LLLP                                 ","N","N","N","N"," ","Land With New Building","Commercial","C/I - Condominium","Bargain And Sales Deed","Other"
"5247802350",NA,"#Error","SEATTLE",NA,NA,"Report",18,4,2,7,0,3153409,"524780","2350",2021-10-20,535410,NA,NA,NA,NA," ","              ","       ","INTERIM EASTERN LLC                               ","S QOZB LLC                                        ","N","N","N","N","43",NA,"Commercial","C/I Improved property, no condo or mobile home","Special Warranty Deed","Other"
"5247802360","YICK KONG CORPORATION","512 MAYNARD AVE S","SEATTLE","98104",2053000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802365","GIN HOLDINGS LLC","560 MAYNARD AVE S","SEATTLE","98104",2052000,"Report",18,15,2,11,3,2371635,"524780","2365",2008-11-18,0,20081120000283,NA,NA,NA," ","              ","       ","NEWCO ALLIANCE LLC                                ","GIN HOLDINGS LLC                                  ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802370","WELLER & SECOND ASSOCIATES","670 S WELLER ST","SEATTLE","98104",2686300,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802375","GEE HOW OAK TIN FOUNDATION","519 7TH AVE S","SEATTLE","98104",5254000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802380","LOUISA HOTEL REDEVELOPMENT","665 S KING ST","SEATTLE","98104",19821000,"Report",18,22,2,7,3,2899815,"524780","2380",2017-11-08,0,20171108000610,NA,NA,NA," ","              ","       ","YUEN G WOO LLC                                    ","LOUISA HOTEL LLC                                  ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Bargain And Sales Deed","Other"
"5247802380","LOUISA HOTEL REDEVELOPMENT","665 S KING ST","SEATTLE","98104",19821000,"Report",16,15,2,7,3,2894101,"524780","2380",2015-06-30,0,NA,NA,NA,NA," ","              ","       ","TRANSPACIFIC CORPORATION                          ","YUEN G. WOO LLC                                   ","N","N","N","N","18 20 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Correction (Refiling)"
"5247802380","LOUISA HOTEL REDEVELOPMENT","665 S KING ST","SEATTLE","98104",19821000,"Report",18,15,2,7,3,2741914,"524780","2380",2015-06-30,0,20150709000566,NA,NA,NA," ","              ","       ","TRANSPACIFIC CORPORATION                          ","YUEN G WOO LLC                                    ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802380","LOUISA HOTEL REDEVELOPMENT","665 S KING ST","SEATTLE","98104",19821000,"Report",18,22,2,7,3,2908923,"524780","2380",2017-12-28,0,20171229001311,NA,NA,NA," ","              ","       ","LOUISA HOTEL LLC                                  ","LOUISA HOTEL REDEVELOPMENT LLC                    ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Bargain And Sales Deed","Other"
"5247802410","JASMINE MAYNARD LLC","614 MAYNARD AVE S","SEATTLE","98104",3341600,"Report",18,3,2,7,3,2775531,"524780","2410",2016-01-11,5000000,20160111001030,NA,NA,NA," ","              ","       ","LIU KWOK-LEUNG                                    ","HHS REALTY GROUP LLC                              ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802410","JASMINE MAYNARD LLC","614 MAYNARD AVE S","SEATTLE","98104",3341600,"Report",18,3,2,7,3,2962391,"524780","2410",2018-11-16,7500000,20181116000659,NA,NA,NA," ","              ","       ","HHS REALTY GROUP LLC                              ","JASMINE MAYNARD LLC                               ","N","N","N","N","15 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802415","JASMINE MAYNARD LLC","620 MAYNARD AVE S","SEATTLE","98104",2593000,"Report",18,3,2,7,3,2962391,"524780","2415",2018-11-16,7500000,20181116000659,NA,NA,NA," ","              ","       ","HHS REALTY GROUP LLC                              ","JASMINE MAYNARD LLC                               ","N","N","N","N","15 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802415","JASMINE MAYNARD LLC","620 MAYNARD AVE S","SEATTLE","98104",2593000,"Report",18,3,2,7,3,2775531,"524780","2415",2016-01-11,5000000,20160111001030,NA,NA,NA," ","              ","       ","LIU KWOK-LEUNG                                    ","HHS REALTY GROUP LLC                              ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802430","LEW GAN S+YIM C","605 7TH AVE S","SEATTLE","98104",5185000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802485","OSTROFF GERALD","650 S DEARBORN ST","SEATTLE","98104",3264900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802530","KEYBANK NATIONAL ASSOCIATIO","666 S DEARBORN ST","SEATTLE","98104",15034600,"Report",18,15,2,7,3,3004107,"524780","2530",2019-08-09,0,20190809000668,NA,NA,NA," ","              ","       ","SATO REIKO (INDV)+JOHN J+RAY Y (CO-PR'S)          ","KEYBANK NATIONAL ASSOCIATION                      ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802540","MACDOUGALL THOMAS LLC","710 7TH AVE S","SEATTLE","98104",7777000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802560","LI FAMILY REAL ESTATE TRUST","700 S DEARBORN ST","SEATTLE","98104",2178200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802570","ARDA LLC","705 S WELLE","SEATTLE","R ST",15096000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802580","JUE KAREN FAYE","711 S WELLER ST","SEATTLE","98104",1232200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802590","HUIE RICHARD","610 7TH AVE S","SEATTLE","98104",740000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802600","FA CAI LLC","612 7TH AVE S","SEATTLE","98104",805000,"Report",18,15,8,6,3,2525375,"524780","2600",2011-12-14,0,20120104001174,NA,NA,NA," ","              ","       ","HUIE FAMILY LLC                                   ","FA CAI LLC                                        ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Residential","Residential - Improved property","Quit Claim Deed","Other"
"5247802605","MACDOUGALL THOMAS LLC","728 S LANE ST","SEATTLE","98104",738700,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802615","SEATTLE CITY OF DPR","7TH AVE S","SEATTLE","98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802630","MACDOUGALL THOMAS LLC","615 8TH AVE S","SEATTLE","98104",4796200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802650","C & H FMLY LTD PRNTRSHP III","8TH AVE S","SEATTLE","98104",701700,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802655","WLAM PROPERTY ASSOCIATION I","#Error","SEATTLE",NA,2992300,"Report",18,27,1,7,59,3160787,"524780","2655",2021-11-23,0,20211124001649,NA,NA,NA," ","              ","       ","ENG LANCY LOUIE+TUCK LING+ET AL                   ","WLAM PROPERTY ASSOCIATION II                      ","N","N","N","N","18 31 51","Tenant Occupied, Commercial Properties","Commercial","C/I land only","Deed","Other"
"5247802665","AIY CHAN LLC","605 8TH AVE S","SEATTLE","98104",1586500,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802680","KONG YICK INVESTMENT CO","508 1/2 7TH AVE S","SEATTLE","98104",4710000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802690","YICK KONG CORPORATION","516 7TH AVE S","SEATTLE","98104",2053000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802695","CHONG WA EDUCATIONAL SOCIET","522 7TH AVE S","SEATTLE","98104",2559600,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802700","CHONG WA BENEVOLENT ASSN","S WELLER ST","SEATTLE","98104",3006700,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802710","CHONG WA EDUCATION SOCIETY","8TH AVE S","SEATTLE","98104",1097200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802715","WLAM PROPERTY ASSOCIATION","723 S KING ST","SEATTLE","98104",19937400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802725","701 S JACKSON QOZB LLC","701 S JACKSON ST","SEATTLE","98104",3831400,"Report",1,2,2,7,55,3212359,"524780","2725",2022-09-30,5000000,20221003001012,NA,NA,NA," ","              ","       ","DOTT MAR INC                                      ","701 S JACKSON QOZB LLC                            ","N","N","N","N"," ","Retail Trade-Autom., Marine Craft, Aircraft","Commercial","C/I Improved property, no condo or mobile home","Warranty Deed","None"
"5247802735","R A C INVESTMENT LLC","416 7TH AVE S","SEATTLE","98104",2743900,"Report",1,3,2,7,3,2764212,"524780","2735",2015-10-21,1500000,NA,NA,NA,NA," ","              ","       ","LUN YUEN INVESTMENT INC                           ","R A C INVESTMENT LLC                              ","N","N","N","N","30 55","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"5247802740","BING KUNG BO LEUNG INC","420 7TH AVE S","SEATTLE","98104",3372300,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802745",NA,"#Error","SEATTLE",NA,NA,"Report",1,22,3,2,2,3230512,"524780","2745",2023-03-22,1416900,20230322000852,NA,NA,NA," ","              ","       ","INTERIM COMMUNITY DEVELOPMENT ASSOCIATION         ","LION GROUP HOLDINGS LLC (UND 25%-INT)+PLAZA GROUP ","N","N","N","N"," ","Land With New Building","Condominium","C/I - Condominium","Bargain And Sales Deed","None"
"5247802745",NA,"#Error","SEATTLE",NA,NA,"Report",18,3,2,11,3,2487888,"524780","2745",2011-03-20,0,20110422000123,NA,NA,NA," ","              ","       ","TAI TUNG INC                                      ","714 KING LLC                                      ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802745",NA,"#Error","SEATTLE",NA,NA,"Report",18,22,3,7,2,3220087,"524780","2745",2022-12-07,0,20221209000027,NA,NA,NA," ","              ","       ","LLLP UNCLE BOBS PLACE                             ","INTERIM COMMUNITY DEVELOPMENT ASSOCIATION         ","N","N","N","N","11 31","Land With New Building","Commercial","C/I - Condominium","Bargain And Sales Deed","Other"
"5247802745",NA,"#Error","SEATTLE",NA,NA,"Report",1,27,3,7,59,3110396,"524780","2745",2021-04-09,5125000,20210409002254,NA,NA,NA," ","              ","       ","714 KING LLC                                      ","LLLP UNCLE BOB'S PLACE                            ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I - Condominium","Deed","None"
"5247802755","BRLD LLC","409 8TH AVE S","SEATTLE","98104",3831400,"Report",18,15,2,7,3,2483322,"524780","2755",2011-03-18,0,20110322000888,NA,NA,NA," ","              ","       ","LEE PO+YU LING                                    ","BRLD L L C                                        ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"5247802765","700 MAYNARD LLC","7TH AVE S","SEATTLE","98104",1836000,"Report",18,3,1,11,1,2487887,"524780","2765",2011-03-20,0,NA,NA,NA,NA," ","              ","       ","TAI TUNG INC                                      ","700 MAYNARD LLC                                   ","N","N","N","N","11 31 45","Land Only","Commercial/Industrial","C/I land only","Statutory Warranty Deed","Other"
"5247802770","700 MAYNARD LLC","7TH AVE S","SEATTLE","98104",2699200,"Report",18,3,1,11,1,2487887,"524780","2770",2011-03-20,0,NA,NA,NA,NA," ","              ","       ","TAI TUNG INC                                      ","700 MAYNARD LLC                                   ","N","N","N","N","11 31 45","Land Only","Commercial/Industrial","C/I land only","Statutory Warranty Deed","Other"
"5247802775","700 JACKSON LLC","710 S JACKSON ST","SEATTLE","98104",3831400,"Report",18,3,2,11,3,2487886,"524780","2775",2011-03-30,0,NA,NA,NA,NA," ","              ","       ","TAI TUNG INC                                      ","700 JACKSON LLC                                   ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"5247802785","TODA CORRINE","720 S JACKSO","SEATTLE","N ST",203050,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802790","CHINN LUND W","S JACKSON","SEATTLE","ST",203050,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600060","HIP SING ASSN","8TH AVE S","SEATTLE","98104",843600,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600080","WA STATE DOT","805 S JACKSON ST","SEATTLE","98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600085","LEE PO & YU LING","8TH AVE S","SEATTLE","98104",658300,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600095","GEE HOW OAK TIN FOUNDATION","410 8TH AVE S","SEATTLE","98104",2806500,"Report",1,2,2,7,13,3159805,"539160","0095",2021-11-15,3300000,20211122000209,NA,NA,NA," ","              ","       ","Y & W USA LLC                                     ","GEE HOW OAK TIN FOUNDATION                        ","N","N","N","N"," ","Multiple Family Residence (Residential, 5+ Units)","Commercial","C/I Improved property, no condo or mobile home","Warranty Deed","None"
"5391600095","GEE HOW OAK TIN FOUNDATION","410 8TH AVE S","SEATTLE","98104",2806500,"Report",1,3,2,7,3,2651960,"539160","0095",2014-01-30,1750000,20140131000943,NA,NA,NA," ","              ","       ","PYL LLC                                           ","Y & W USA LLC                                     ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"5391600100","HIP SING ASSN","418 8TH AVE S","SEATTLE","98104",1244300,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600220","CHINESE SOUTHERN BAPTIST CH","925 S KING ST","SEATTLE","98104",1714000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600225","CHINESE SOUTHERN BAPTIST CH","S KING ST","SEATTLE","98104",90900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600270","CHINESE SOUTHERN BAPTIST CH","515 10TH AVE S","SEATTLE","98104",961400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
